file,category,name,tags,type,license,ppt_note
01_Perspective_MainChain_Gradient/gradient_mainchain_27.svg,01_Perspective_MainChain_Gradient,gradient_mainchain_27,platform; downward; central drop; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
01_Perspective_MainChain_Gradient/gradient_mainchain_28.svg,01_Perspective_MainChain_Gradient,gradient_mainchain_28,platform; downward; central drop; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
01_Perspective_MainChain_Gradient/gradient_mainchain_29.svg,01_Perspective_MainChain_Gradient,gradient_mainchain_29,diverge; split; fork; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
01_Perspective_MainChain_Gradient/gradient_mainchain_30.svg,01_Perspective_MainChain_Gradient,gradient_mainchain_30,diverge; split; fork; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
01_Perspective_MainChain_Gradient/gradient_mainchain_31.svg,01_Perspective_MainChain_Gradient,gradient_mainchain_31,diverge; split; fork; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
01_Perspective_MainChain_Gradient/gradient_mainchain_32.svg,01_Perspective_MainChain_Gradient,gradient_mainchain_32,diverge; split; fork; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
01_Perspective_MainChain_Gradient/gradient_mainchain_33.svg,01_Perspective_MainChain_Gradient,gradient_mainchain_33,converge; merge; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
01_Perspective_MainChain_Gradient/gradient_mainchain_34.svg,01_Perspective_MainChain_Gradient,gradient_mainchain_34,converge; merge; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
01_Perspective_MainChain_Gradient/gradient_mainchain_35.svg,01_Perspective_MainChain_Gradient,gradient_mainchain_35,converge; merge; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
01_Perspective_MainChain_Gradient/gradient_mainchain_36.svg,01_Perspective_MainChain_Gradient,gradient_mainchain_36,converge; merge; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_01.svg,02_Perspective_MainChain_Flat,flat_mainchain_01,ridge; main chain; horizontal; right,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_02.svg,02_Perspective_MainChain_Flat,flat_mainchain_02,ridge; main chain; horizontal; right,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_03.svg,02_Perspective_MainChain_Flat,flat_mainchain_03,ridge; main chain; horizontal; right,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_04.svg,02_Perspective_MainChain_Flat,flat_mainchain_04,ridge; main chain; horizontal; right,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_05.svg,02_Perspective_MainChain_Flat,flat_mainchain_05,ridge; main chain; horizontal; right,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_06.svg,02_Perspective_MainChain_Flat,flat_mainchain_06,ridge; main chain; horizontal; right,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_07.svg,02_Perspective_MainChain_Flat,flat_mainchain_07,ridge; main chain; horizontal; right,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_08.svg,02_Perspective_MainChain_Flat,flat_mainchain_08,ridge; main chain; horizontal; right,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_09.svg,02_Perspective_MainChain_Flat,flat_mainchain_09,block arrow; right; ppt safe,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_10.svg,02_Perspective_MainChain_Flat,flat_mainchain_10,block arrow; right; ppt safe,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_11.svg,02_Perspective_MainChain_Flat,flat_mainchain_11,block arrow; left; ppt safe,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_12.svg,02_Perspective_MainChain_Flat,flat_mainchain_12,block arrow; left; ppt safe,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_13.svg,02_Perspective_MainChain_Flat,flat_mainchain_13,double ended; bidirectional; ppt safe,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_14.svg,02_Perspective_MainChain_Flat,flat_mainchain_14,double ended; bidirectional; ppt safe,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_15.svg,02_Perspective_MainChain_Flat,flat_mainchain_15,platform; upward; central peak; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_16.svg,02_Perspective_MainChain_Flat,flat_mainchain_16,platform; upward; central peak; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_17.svg,02_Perspective_MainChain_Flat,flat_mainchain_17,platform; upward; central peak; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_18.svg,02_Perspective_MainChain_Flat,flat_mainchain_18,platform; upward; central peak; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_19.svg,02_Perspective_MainChain_Flat,flat_mainchain_19,platform; upward; central peak; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_20.svg,02_Perspective_MainChain_Flat,flat_mainchain_20,platform; upward; central peak; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_21.svg,02_Perspective_MainChain_Flat,flat_mainchain_21,platform; upward; central peak; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_22.svg,02_Perspective_MainChain_Flat,flat_mainchain_22,platform; upward; central peak; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_23.svg,02_Perspective_MainChain_Flat,flat_mainchain_23,platform; downward; central drop; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_24.svg,02_Perspective_MainChain_Flat,flat_mainchain_24,platform; downward; central drop; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_25.svg,02_Perspective_MainChain_Flat,flat_mainchain_25,platform; downward; central drop; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_26.svg,02_Perspective_MainChain_Flat,flat_mainchain_26,platform; downward; central drop; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_27.svg,02_Perspective_MainChain_Flat,flat_mainchain_27,platform; downward; central drop; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_28.svg,02_Perspective_MainChain_Flat,flat_mainchain_28,platform; downward; central drop; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_29.svg,02_Perspective_MainChain_Flat,flat_mainchain_29,diverge; split; fork; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_30.svg,02_Perspective_MainChain_Flat,flat_mainchain_30,diverge; split; fork; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_31.svg,02_Perspective_MainChain_Flat,flat_mainchain_31,diverge; split; fork; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_32.svg,02_Perspective_MainChain_Flat,flat_mainchain_32,diverge; split; fork; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_33.svg,02_Perspective_MainChain_Flat,flat_mainchain_33,converge; merge; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_34.svg,02_Perspective_MainChain_Flat,flat_mainchain_34,converge; merge; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_35.svg,02_Perspective_MainChain_Flat,flat_mainchain_35,converge; merge; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
02_Perspective_MainChain_Flat/flat_mainchain_36.svg,02_Perspective_MainChain_Flat,flat_mainchain_36,converge; merge; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_01.svg,03_Process_Chevron_Systems,process_chevron_01,chevron process; segmented; horizontal,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_02.svg,03_Process_Chevron_Systems,process_chevron_02,chevron process; segmented; horizontal,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_03.svg,03_Process_Chevron_Systems,process_chevron_03,chevron process; segmented; horizontal,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_04.svg,03_Process_Chevron_Systems,process_chevron_04,chevron process; segmented; horizontal,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_05.svg,03_Process_Chevron_Systems,process_chevron_05,chevron process; segmented; horizontal,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_06.svg,03_Process_Chevron_Systems,process_chevron_06,chevron process; segmented; horizontal,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_07.svg,03_Process_Chevron_Systems,process_chevron_07,chevron process; segmented; horizontal,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_08.svg,03_Process_Chevron_Systems,process_chevron_08,chevron process; segmented; horizontal,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_09.svg,03_Process_Chevron_Systems,process_chevron_09,chevron process; segmented; horizontal,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_10.svg,03_Process_Chevron_Systems,process_chevron_10,chevron process; segmented; horizontal,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_11.svg,03_Process_Chevron_Systems,process_chevron_11,chevron process; segmented; horizontal,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_12.svg,03_Process_Chevron_Systems,process_chevron_12,chevron process; segmented; horizontal,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_13.svg,03_Process_Chevron_Systems,process_chevron_13,chevron process; segmented; horizontal,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_14.svg,03_Process_Chevron_Systems,process_chevron_14,chevron process; segmented; horizontal,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_15.svg,03_Process_Chevron_Systems,process_chevron_15,chevron process; segmented; horizontal,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_16.svg,03_Process_Chevron_Systems,process_chevron_16,chevron process; segmented; horizontal,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_17.svg,03_Process_Chevron_Systems,process_chevron_17,stacked chevrons; two layers; process,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_18.svg,03_Process_Chevron_Systems,process_chevron_18,stacked chevrons; two layers; process,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_19.svg,03_Process_Chevron_Systems,process_chevron_19,stacked chevrons; two layers; process,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_20.svg,03_Process_Chevron_Systems,process_chevron_20,stacked chevrons; two layers; process,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_21.svg,03_Process_Chevron_Systems,process_chevron_21,stacked chevrons; two layers; process,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_22.svg,03_Process_Chevron_Systems,process_chevron_22,stacked chevrons; two layers; process,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_23.svg,03_Process_Chevron_Systems,process_chevron_23,stacked chevrons; two layers; process,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_24.svg,03_Process_Chevron_Systems,process_chevron_24,stacked chevrons; two layers; process,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_25.svg,03_Process_Chevron_Systems,process_chevron_25,station arrows; milestone; process,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_26.svg,03_Process_Chevron_Systems,process_chevron_26,station arrows; milestone; process,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_27.svg,03_Process_Chevron_Systems,process_chevron_27,station arrows; milestone; process,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_28.svg,03_Process_Chevron_Systems,process_chevron_28,station arrows; milestone; process,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_29.svg,03_Process_Chevron_Systems,process_chevron_29,station arrows; milestone; process,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_30.svg,03_Process_Chevron_Systems,process_chevron_30,station arrows; milestone; process,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_31.svg,03_Process_Chevron_Systems,process_chevron_31,station arrows; milestone; process,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_32.svg,03_Process_Chevron_Systems,process_chevron_32,station arrows; milestone; process,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_33.svg,03_Process_Chevron_Systems,process_chevron_33,cross flow; process system; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_34.svg,03_Process_Chevron_Systems,process_chevron_34,cross flow; process system; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_35.svg,03_Process_Chevron_Systems,process_chevron_35,cross flow; process system; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_36.svg,03_Process_Chevron_Systems,process_chevron_36,cross flow; process system; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
03_Process_Chevron_Systems/process_chevron_37.svg,03_Process_Chevron_Systems,process_chevron_37,cross flow; process system; architecture,svg,self-made / no third-party asset embedded,PPT可直接插入SVG；需要完全可编辑时，可在PPT中取消组合或另存后转换为形状。
